"price","bedrooms","bathrooms","addr"
"2,499","2","1","243 E 120th St #1W"
"5,500","1","1","40 Broad St #14B"
"4,000","1","1","220 E 54th St #10D"
"3,350","2","1","328 E 78th St #4"
"4,978","2","2","315 W 57th St #8D"
"1,850","1","1","436 Fort Washington Ave #E2"
"2,999","2","1","248 W 105th St #5N"
"2,000","1","3","2166 Frederick Douglass Blvd #31"
"4,750","2","2","312 E 23rd St #6"
"4,583","2","1","160 E 48th St #5Q"
"4,000","1","1","64 W 82nd St #1-R"
"3,500","1","1","312 Bowery #404"
"2,250","1","3","210 W 94th St #4A"
"2,050","1","1","1731 2nd Ave #1RN"
"2,595","2","1","314 W 105th St #32"
"3,708","1","1","160 E 48th St #10N"
"3,000","1","1","64 W 82nd St #5F"
"2,795","1","3","11 E 36th St #303"
"4,700","2","1","250 W 104th St #G-1"
"3,200","1","1","340 W 57th St #6E"
"2,700","2","1","137 Allen St #4C"
"3,000","1","1","42-44 W 74th St #3A"
"4,700","1","1","250 E 54th St #33C"
"2,995","1","1","295 Park Ave S #4G"
"20,000","2","2","500 Park Ave #30B"
"2,200","1","3","230 Riverside Dr #12M"
"4,000","2","1","284 Mott St #2405"
"2,400","1","3","220 W 14th St #D3"
"2,095","1","3","153 Avenue A #14"
"2,150","1","1","354 W 110th St #C4"
"3,375","2","1","227 E 81st St #4W"
"3,250","2","1","220 Avenue A #B5"
"1,995","1","1","531 W 45th St #4C"
"2,950","1","1","294 Broome St #5B"
"3,345","2","1","1664 3rd Ave #3S"
"2,698","1","1","515 W 110th St #3S"
"3,450","2","1","92 Orchard St #18"
"2,895","2","1","118 W 3rd St #4"
"3,850","2","1","120 W 86th St #1C"
"4,250","1","1","415 E 37th St #35N"
"2,900","1","3","300 E 40th St #12L"
"3,250","2","1","345 E 9th St #3"
"1,625","1","3","1762 2nd Ave #3"
"4,845","2","2","121 Worth St #20M"
"12,900","2","2","30 Park Pl #53D"
"2,500","1","3","408 W 57th St #9P"
"1,850","1","3","405 W 54th St #1D"
"3,450","2","1","119 W 88th St #3A"
"2,100","1","3","5 E 67th St #2C"
"2,575","1","1","235 W 18th St #4RW"
"3,200","1","1","143 Avenue B #4A"
"3,097","2","1","509 W 110th St #4W"
"1,600","1","1","612 W 137th St #1"
"2,625","1","1","330 W 101st St #4B"
"2,150","1","1","354 W 110th St #C1"
"2,245","1","1","209 E 81st St #3"
"2,695","1","1","124 W 75th St #5"
"1,450","1","1","165 Sherman Ave #4C"
"2,600","1","1","508 W End Ave #5B"
"13,500","2","2","124 W Houston St #3"
"3,525","1","1","151 W 16th St #2A"
"1,795","1","3","303 E 5th St #A4"
"2,900","2","1","206 E 85th St #2"
"4,028","2","1","295 Park Ave S #1325"
"5,350","2","1","785 W End Ave #14A"
"2,600","1","3","333 E 49th St #2M"
"2,695","2","1","106 Mulberry St #40"
"2,150","1","1","1685 1st Ave #4"
"1,850","1","3","610 W 174th St #1G"
"2,450","1","1","353 E 18th St #2A"
"1,550","1","3","344 E 76th St #3"
"1,750","1","3","257 E 61st St #2D"
"3,300","1","1","178 E 80th St #21D"
"3,111","1","1","361 E 50th St #5C"
"2,500","1","1","181 Prince St #1B"
"2,825","1","1","344 E 85th St #3C"
"6,000","6","3","15 W 107th St #41"
"3,997","3","1","248 W 105th St #3H"
"6,833","3","2","160 E 48th St #7A"
"2,400","1","1","242 E 79th St #3D"
"1,825","1","3","407 E 87th St #3B"
"3,195","2","1","106 Fulton St #10H"
"2,600","1","1","59 W 76th St #4B"
"4,110","1","1","221 W 29th St #8F"
"4,500","2","2","23 W 116th St #4C"
"3,450","1","1","632 E 11th St #1A"
"2,100","1","1","1441 York Ave #4N"
"2,550","1","1","308 W 105th St #1A"
"3,150","1","1","62 W 85th St #2B"
"4,995","3","2","92 Morningside Ave #2F"
"3,850","1","1","150 W 51st St #1109"
"2,795","2","1","340 E 5th St #B2"
"2,800","1","1","817 W End Ave #2CC"
"2,500","2","1","400 W 128th St #55A"
"2,940","1","1","309 E 75th St #9"
"3,195","1","1","121 Reade St #8N"
"2,695","2","1","1574 2nd Ave #3S"
"4,995","2","1","15 Park Ave #16A"
"1,695","1","3","1611 2nd Ave #203"
"1,925","1","1","139 Payson Ave #3A"
"5,100","2","2","273 W 22nd St #1A"
"2,600","2","1","170 Claremont Ave #7"
"2,450","1","3","1 Wall Street Ct #808"
"2,095","1","1","137 E 26th St #E2"
"3,695","1","1","230 W 55th St #15F"
"1,795","1","3","176 Ludlow St #3H"
"5,000","2","1","233 W 21st St #5B"
"1,750","1","3","174 Ludlow St #11"
"2,250","1","1","220 E 36th St #B6"
"3,595","1","1","101 W 55th St #802"
"2,795","1","1","317 E 74th St #1C"
"3,485","1","1","350 W 43rd St #8B"
"4,395","2","1","205-235 E 95th St #B19D"
"2,895","2","1","611 E 11th St #5D"
"2,850","2","1","111 Mott St #10"
"2,100","1","3","162 E 55th St #2A"
"3,495","1","1","95 Worth St #810"
"3,023","1","1","1501 Lexington Ave #2M"
"8,795","3","2","424 W End Ave #1505"
"2,895","1","1","324 W 84th St #21"
"3,150","2","1","312 W 48th St #12"
"9,500","2","2","40 E 61st St #15B"
"2,395","1","4","207 E 27th St #5C"
"2,950","1","4","1 Irving Pl #P17I"
"3,300","2","1","100 Suffolk St #3W"
"6,200","1","1","45 Christopher St #16F"
"2,895","1","1","404 E 88th St #2F"
"3,400","1","1","1 Lincoln Plz #24V"
"7,380","3","3","515 9th Ave #11F"
"2,875","2","1","326 E 58th St #6E"
"3,450","3","2","122 E 102nd St #1B"
"20,000","3","3","50 Riverside Blvd #5C"
"3,650","2","1","384 Broome St #1R"
"3,395","1","4","213 W 13th St #5C"
"10,500","2","2","10 Sullivan St #3C"
"3,250","2","1","235 Eldridge St #22"
"3,000","1","1","1601 3rd Ave #16C"
"6,150","4","2","233 E 82nd St #1CD"
"3,495","1","1","120 E 34th St #3C"
"4,700","2","1","52 Spring St #4R"
"2,250","2","1","236 E 95th St #4F"
"2,200","2","1","600 W 192nd St #44"
"3,675","1","1","48 E 66th St #4R"
"2,400","1","1","417 E 9th St #10"
"2,995","1","4","100 W 58th St #10A"
"4,061","1","1","175 E 96th St #26B"
"3,000","2","1","144 1st Ave #2"
"5,660","3","1","210 E 22nd St #6P"
"2,150","1","1","86 Fort Washington Ave #1K"
"3,400","1","2","211-213 E 73rd St #1E"
"6,500","2","2","50 Franklin St #2D"
"5,000","3","1","203 Spring St #6"
"1,950","1","1","580 Saint Nicholas Ave #F2"
"2,100","2","1","1314 Riverside Dr #5B"
"2,550","1","1","W 15th St and 8th Ave"
"7,103","3","3","180 Water St #2309"
"1,850","1","1","529 W 158th St #6D"
"2,100","1","4","181 E 119th St #6K"
"2,495","1","1","327-333 E 90th St #3H"
"2,575","1","1","137 E 30th St #2AA"
"1,970","1","1","137 W 137th St #6E"
"2,400","1","1","317 E 14th St #4B"
"12,500","3","2","103 5th Ave #8THFLOOR"
"6,695","1","1","53 Howard St #2D"
"2,575","1","1","174 E 85th St #B"
"2,600","1","1","437 W 54th St #3B"
"2,383","1","1","207 W 115th St #2B"
"3,400","1","1","435 E 86th St #6D"
"3,350","1","1","227 Mott St #14"
"1,975","1","1","231 E 117th St #3A"
"7,200","1","1","167 Spring St #5"
"2,675","1","1","329 Pleasant Ave #4A"
"3,195","1","1","26 Greenwich Ave #4F"
"2,200","2","1","501 W 135th St #16"
"7,395","3","3","140 W 86th St #9A"
"3,500","1","1","25 W 13th St #1DS"
"38,000","3","3","145 Hudson St #13A"
"2,250","1","1","347 W 16th St #CTHREE"
"2,300","1","1","233 E 81st St #4A"
"2,175","1","1","248 E 90th St #5B"
"4,650","1","1","425 5th Ave #40D"
"2,595","1","4","322 W 45th St #8E"
"4,600","3","1","454 W 22nd St #A3"
"5,000","4","3","337 E 82nd St #3"
"1,695","1","4","315 W 77th St #1BB"
"2,895","1","1","119 W 15th St #2RW"
"2,600","1","4","210 East Broadway #H1802"
"2,900","1","1","169 E 91st St #8D"
"3,695","3","1","520 E 6th St #4"
"1,875","1","1","128 Fort Washington Ave #6B"
"2,900","2","1","201 W 92nd St #5T"
"4,000","3","1","203 Rivington St #FOURC"
"2,395","1","1","344 E 9th St #1"
"1,975","1","1","220 E 116th St #7"
"3,200","2","2","31 Monroe St #8A"
"4,195","2","1","175 W 87th St #4A"
"2,395","2","1","234 E 116th St #14"
"3,150","2","1","320 W End Ave #1D"
"4,200","2","2","26 Clinton St #6A"
"3,899","3","1","73 E 2nd St #E4"
"4,000","1","4","12 E 62nd St #1F"
"2,895","2","1","318 E 90th St #5E"
"2,850","1","1","329 Pleasant Ave #6B"
"2,200","1","4","329 Pleasant Ave #4B"
"1,945","1","4","165 Attorney St #5C"
"4,500","1","1","23 Waverly Pl #4P"
"4,295","2","1","175 W 87th St #18G"
"4,300","1","1","116 W 78th St #2"
"2,250","1","4","1436 Lexington Ave #4-D"
"4,000","3","1","454 W 22nd St #5CC"
"2,350","2","1","611 W 135th St #52"
"3,150","2","1","139 Essex St #11"
"3,195","1","1","50 W 72nd St #1511"
"2,975","1","1","329 Pleasant Ave #8A"
"3,799","3","1","430 E 13th St #F66"
"4,295","2","1","175 W 87th St #23E"
"3,124","1","4","221 W 29th St #10A"
"2,235","1","4","325 W 100th St #4CC"
"2,690","1","1","155 E 52nd St #8D"
"5,900","1","4","6 E 74th St #5"
"2,900","2","1","189 Orchard St #4B"
"2,650","2","1","419 E 73rd St #5C"
"2,450","1","1","329 Pleasant Ave #7B"
"2,250","1","4","329 Pleasant Ave #5B"
"2,297","1","1","509 W 110th St #3L"
"2,325","1","1","1384 Lexington Ave #3B"
"1,400","1","4","Mercer St and Spring St"
"1,850","1","1","1627 Park Ave #1C"
"2,400","1","1","4 Orchard St #2B"
"2,888","3","1","189 Claremont Ave #TWENTYFIVE"
"2,096","2","1","54 E 130th St #3C"
"2,825","1","1","501 1/2 W 43rd St #1R"
"3,495","3","1","21 Cpn #35"
"1,900","1","4","311 E 60th St #3C"
"1,998","1","1","509 W 110th St #6O"
"5,500","3","2","231 1st Ave #3F"
"2,825","1","1","329 Pleasant Ave #6A"
"3,250","2","1","421 3rd Ave #5"
"2,600","1","1","25 W 74th St #1A"
"2,600","2","1","195 Madison St #9"
"1,900","1","1","346 W 36th St #4D"
"2,500","1","1","183 Mulberry St #14"
"5,590","1","1","450 W 17th St #28452"
"2,350","1","1","160 Prince St #18"
"2,700","2","1","35 Market St #2"
"4,000","1","1","127 Mott St #2L"
"1,825","2","1","608 W 188th St #21"
"2,250","1","1","41 W 64th St #3C"
"8,900","3","2","76 W 86th St #E3"
"1,775","1","1","630 W 173rd St #3G"
"2,998","3","2","117 W 141st St #21"
"5,400","2","2","365 W 117th St #2"
"3,369","2","1","137 1st Ave #4"
"2,500","2","1","670 Riverside Dr #4C"
"2,350","1","1","137 Rivington St #3C"
"5,600","3","1","8 E 18th St #2"
"2,200","2","1","226 E 29th St #3B"
"2,500","1","1","181 Prince St #1A"
"2,998","3","2","117 W 141st St #26"
"5,890","2","1","501 E 74th St #13C"
"3,595","2","1","318 E 90th St #1W"
"3,000","1","1","240 E 32nd St #4-B"
"7,495","4","2","141 Ridge St #9"
"3,299","2","1","101 Thompson St #5A"
"2,150","1","1","150 W 136th St #3"
"2,300","2","1","106 Convent Ave #3A"
"2,350","1","4","222 E 35th St #5A"
"2,550","1","4","201 E 37th St #11A"
"2,505","1","4","4 Park Ave #22V"
"2,475","1","4","4 Park Ave #16B"
"4,851","3","2","309 E 75th St #3A"
"1,525","1","4","900 Riverside Dr #6C"
"2,300","1","1","419 E 117th St #2B"
"4,900","2","1","600 W 111th St #4G"
"3,495","1","1","115 E 34th St #803"
"3,730","1","4","130 W 15th St #26745"
"12,000","2","2","93 Mercer St #2E"
"2,195","1","1","403 E 70th St #8"
"3,250","1","4","1 Irving Pl #U15H"
"2,700","1","4","68 Thompson St #3A"
"5,250","3","2","309 E 75th St #2"
"3,495","2","1","640 10th Ave #2N"
"4,495","3","1","54 W 29th St #2W"
"3,000","2","1","102 Norfolk St #5"
"3,500","1","1","330 E 63rd St #5M"
"3,500","1","4","325 Lexington Ave #4E"
"3,550","1","1","444 E 82nd St #6H"
"5,000","1","1","12 E 10th St #GARDEN"
"3,100","1","1","4 Park Ave #14K"
"3,200","1","1","445 W 19th St"
"2,695","1","1","235 W 102nd St #4O"
"2,125","1","4","417 E 83rd St #3C"
"3,500","1","1","10 Waterside Plz #37G"
"3,300","1","1","344 E 63rd St #8F"
"5,675","1","1","20 River Ter #12J"
"12,750","3","2","110 W 78th St #2"
"3,800","1","1","68 Prince St #3"
"4,385","1","1","250 W 19th St #9J"
"8,950","2","2","462 W 58th St #PHA"
"5,600","3","2","202 Riverside Dr #3D"
"9,175","3","2","211 N End Ave #19E"
"4,750","2","2","317 W 112th St #1"
"3,010","1","1","205-235 E 95th St #B33M"
"2,400","1","4","1100 Madison Ave #4K"
"4,495","1","1","300 Mercer St #23H"
"2,075","1","5","235 E 81st St #3RW"
"2,400","1","1","101 W 77th St #1A"
"3,275","1","1","63 W 73rd St #3B"
"1,995","1","1","1925 Adam Clayton Powell Jr Blvd #2I1"
"1,950","1","5","238 E 82nd St #2D"
"2,650","1","5","350 W 51st St #7AA"
"2,850","1","5","215-217 E 96th St #26B"
"2,350","3","1","164 W 146th St #B6"
"2,700","1","1","422 E 58th St #6-B"
"2,195","1","1","128 E 86th St #4B"
"4,600","2","1","200 E 72nd St #3F"
"9,500","3","2","247 W 87th St #24A"
"3,300","1","1","402 E 12th St #5"
"2,791","2","1","309 E 75th St #19"
"2,658","1","5","150 E 37th St #D6"
"4,880","2","2","151-155 E 31st St #W10H"
"2,790","1","5","1 River Pl #1822"
"2,250","1","4","139 Thompson St #15"
"5,750","2","1","11 E 88th St #6A"
"12,500","2","2","166 Perry St #2C"
"19,000","5","3","14 E 4th St #509"
"10,000","2","2","447 W 18th St #7A"
"2,700","1","5","1510 Lexington Ave #3R"
"4,100","1","1","100 W 58th St #6E"
"3,495","2","2","357 W 37th St #3BB"
"5,100","2","2","225 E 6th St #5N"
"7,750","2","2","146 W 57th St #43D"
"6,000","2","2","5 E 22nd St #28F"
"3,095","1","5","100 W 26th St #4F"
"3,500","2","1","154 W 70th St #3M"
"5,676","1","1","240 Central Park S #7L"
"2,250","1","5","212 W 22nd St #2D"
"3,395","1","1","222 E 3rd St #1A"
"1,800","1","5","528 E 79th St #6H"
"3,295","1","1","245 E 19th St #17M"
"3,200","1","1","63 W 73rd St #1B"
"3,600","1","1","225 E 6th St #3C"
"3,395","2","1","348 W 47th St #1C"
"2,927","1","5","245 E 19th St #17P"
"3,475","1","1","5 E 22nd St #3E"
"3,690","2","1","233 W 18th St #B"
"3,395","2","1","308 W 30th St #5"
"3,495","2","1","208 E 28th St #1-J"
"2,900","2","1","4 W 101st St #59"
"4,405","3","1","380 Broome St #1F"
"4,000","1","1","145 E 48th St #22A"
"8,500","2","2","252 7th Ave #12T"
"4,295","2","2","30 W 18th St #13A"
"3,600","1","1","43 W 61st St #18K"
"2,500","1","5","39 E 65th St #2B"
"3,600","2","1","360 W 28th St #4B"
"2,995","2","1","251 W 92nd St #4E2"
"3,600","2","1","244 E 21st St #14F"
"8,250","2","2","252 7th Ave #7E"
"3,200","1","5","88 Greenwich St #911"
"3,995","1","1","66 W 38th St #120G"
"4,000","1","1","150 W 51st St #1232"
"2,800","1","1","346 W 87th St #3B"
"4,400","1","1","55 Wall St #728"
"2,395","1","1","265 E 78th St #6E"
"3,750","1","1","150 W 51st St #1709"
"2,900","2","1","417 E 65th St #4"
"3,800","2","1","420 Central Park W #2E"
"3,800","2","1","316 W 39th St #2E"
"4,770","3","1","230 E 44th St #6T"
"3,350","1","1","226 E 70th St #4A"
"4,696","2","1","51 W 69th St #1C"
"3,250","2","1","475 Fdr Dr #L501"
"5,377","3","2","50 W 97th St #2R"
"2,895","1","4","154 E 29th St #610"
"2,693","1","1","310 E 83rd St #1A"
"4,000","2","2","202 Riverside Dr #2B"
"2,550","3","1","526 W 161st St #8"
"2,850","1","1","47 E 74th St #4F"
"2,350","1","4","225 E 10th St #2H"
"2,750","1","1","329 Pleasant Ave #5A"
"4,892","1","1","200 E 11th St #1001"
"2,900","2","1","700 E 9th St #14"
"5,955","1","1","450 W 17th St #28424"
"3,650","1","1","300 E 34th St #20H"
"5,900","1","1","60 E 55th St #28A"
"3,975","3","1","225 E 35th St #17"
"5,200","3","2","90 Nassau St #6"
"3,100","1","4","125 Church St #6M"
"2,900","1","1","329 Pleasant Ave #7A"
"2,250","1","4","632 E 14th St #10"
"2,525","2","1","272 W 139th St #F3"
"5,250","1","1","259 W 10th St #3A"
"2,500","1","1","112 W 74th St #2F"
"2,895","2","1","969 Columbus Ave #4C"
"3,095","2","1","265 E 78th St #5A"
"2,495","1","1","226 E 25th St #4A"
"1,795","1","1","583 W 215th St #C8"
"4,500","1","1","40 Broad St #25A"
"3,900","1","1","71 Nassau St #11B"
"3,650","1","1","56 Pine St #3A"
"3,845","1","1","100 W 26th St #5H"
"8,000","2","2","422 E 72nd St #32C"
"8,000","2","2","845 United Nations Plz #36D"
"11,750","2","2","2C Madison Ave #10"
"1,700","1","5","1912 3rd Ave #2D"
"3,850","2","1","159 E 30th St #5CC"
"3,500","2","1","312 W 20th St #5C"
"1,725","1","1","2335 1st Ave #2L"
"1,910","1","4","1470 1st Ave #12F"
"25,000","3","2","37 E 12th St #6"
"1,850","1","1","607 W 184th St #2FW"
"3,495","1","1","35 Bedford St #24"
"1,900","1","5","237 E 26th St #2C"
"1,975","1","1","319 E 88th St #11"
"4,800","3","1","43 Jane St #1N"
"2,250","1","1","265 E 78th St #4C"
"3,875","1","1","50 Clinton St #2F"
"2,199","1","1","107 E 2nd St #14"
"1,900","1","5","332 E 54th St #4C"
"3,095","2","1","174 Avenue B #2E"
"4,200","2","1","661 Washington St #3F"
"1,650","1","1","476 W 165th St #3C"
"2,975","1","5","220 E 63rd St #1P"
"4,250","1","1","350 W 42nd St #36F"
"3,235","1","5","505 W 29th St #26265"
"2,950","1","1","259 Bleecker St #13"
"2,460","1","5","208 W 23rd St #919"
"2,500","1","5","330 E 49th St #4E"
"2,100","1","5","151 Allen St #4"
"3,690","1","1","321 E 22nd St #6F"
"2,454","2","1","248 Broome St #13A"
"2,900","2","1","433 E 75th St #2"
"1,975","1","5","520 E 79th St #4G"
"2,500","1","1","261 Broome St #H2"
"1,850","1","5","444 W 49th St #5B"
"2,195","2","1","169 E 101st St #2"
"3,150","3","2","251 Seaman Ave #2L"
"2,495","1","1","644 10th Ave #5N"
"2,250","1","5","330 W 85th St #3B"
"11,950","2","1","143 Prince St #6"
"2,500","1","1","155 E 34th St #11C"
"5,250","2","2","40 W 55th St #3C"
"3,400","2","1","193 E 4th St #5F"
"1,850","1","5","302 E 90th St #3A"
"5,250","3","2","108 W 119th St #1"
"2,250","1","1","454 9th Ave #11B"
"2,200","1","1","349 W 85th St #31"
"2,200","1","5","140 E 52nd St #4C"
"4,200","3","1","240 E 4th St #4D"
"4,350","3","1","349 E 12th St #1"
"2,110","1","1","409 W 50th St #5B"
"2,499","2","1","118 E 103rd St #30"
"4,350","1","1","147 Christopher St #4B"
"3,300","1","1","54 Barrow St #4C"
"2,350","2","1","3117 Broadway #57"
"3,700","2","1","477 Fdr Dr #M2003"
"2,250","1","1","355 W 85th St #27"
"2,200","1","1","166 E 90th St #2D"
"3,100","1","1","175 W 90th St #2A"
"3,500","2","1","216 Centre St #5"
"2,375","1","1","344 E 110th St #4B"
"2,795","2","1","100 Cabrini Blvd #5Z"
"2,850","2","1","12 Delancey St #10"
"6,750","3","2","88 Clinton St #2B"
"7,500","2","1","23 E 81st St #10"
"2,050","1","5","233 E 32nd St #1C"
"1,795","1","5","1125 Lexington Ave #223"
"1,940","1","1","500 E 89th St #3-B"
"2,650","1","5","232 E 12th St #3F"
"2,950","2","1","154 E 39th St #9G"
"5,995","3","1","457 Broome St #5"
"5,999","2","1","448 W 37th St #7A"
"3,200","2","1","91 E 3rd St #11"
"2,100","1","1","40 W 126th St #4R"
"2,150","1","5","184 E 3rd St #4F"
"2,300","1","1","355 W 85th St #47"
"2,250","1","1","319 W 92nd St #7"
"2,500","1","1","344 W 46th St #1F"
"2,050","1","1","437 E 74th St #3B"
"2,750","1","5","17 E 70th St #1A"
"2,200","2","1","212 E 122nd St #A3"
"4,500","2","1","107 W 86th St #2"
"3,095","2","1","76 E 7th St #61"
"4,300","2","2","312 E 90th St #5E"
"1,900","1","5","1055 2nd Ave #3D"
"2,550","2","1","433 E 80th St #5"
"3,195","2","1","214 W 92nd St #44B"
"2,965","1","1","228 E 27th St #2B"
"3,195","2","1","159-0 Riverside Dr W #4L70"
"2,200","1","1","104 Macdougal St #5"
"2,600","1","1","228 E 51st St #4"
"2,795","1","1","436 West Broadway #4L"
"4,495","3","1","423 3rd Ave #2"
"3,595","1","1","520 E 72nd St #10D"
"3,295","1","1","379 E 10th St #5A"
"6,000","4","2","350 3rd Ave #3D"
"3,950","1","1","45 5th Ave #10A"
"2,250","1","1","308 E 89th St #4A"
"2,711","1","1","72 W 69th St #5C"
"2,600","1","1","329 Pleasant Ave #2A"
"2,575","1","1","208 E 70th St #2C"
"5,495","4","2","350 W 47th St #5A"
"3,195","3","1","202 E 110th St #2B"
"1,950","1","5","1819 2nd Ave #3"
"1,850","1","1","167 E 99th St #5E"
"12,995","2","3","1085 Park Ave #3C"
"16,500","4","3","460 West Broadway"
"6,300","2","2","160 E 84th St #12-C"
"2,350","1","5","244 E 75th St #2D"
"2,399","2","1","3151 Broadway #6D"
"4,400","1","1","60 Sutton Pl S #3EN"
"3,775","1","2","329 Pleasant Ave #1B"
"3,500","1","1","444 E 82nd St #7C"
"2,745","1","4","310 E 2nd St #E10"
"2,395","2","1","196 W 108th St #2N"
"3,700","1","1","445 W 23rd St #9F"
"4,400","1","1","625 W 57th St #451"
"2,383","2","1","325 Wadsworth Ave #B3"
"3,100","3","1","672 Saint Nicholas Ave #28"
"3,500","1","1","77 W 55th St #17G"
"2,500","1","4","400 Central Park W #10T"
"2,850","1","4","175 W 12th St #6C"
"2,395","1","1","65 Downing St #4A"
"1,550","1","5","524 W 162nd St #3C"
"4,800","1","2","50 W 34th St #15A8"
"3,232","1","1","360 W 34th St #12C"
"2,657","1","5","1 West St #3512"
"2,730","1","1","850 Amsterdam Ave #17D"
"3,795","1","1","350 W 37th St #21C"
"5,095","2","2","350 W 37th St #14D"
"3,850","1","1","184 Lexington Ave #10F"
"3,700","1","1","284 Mott St #2Q"
"2,650","1","1","140 W 83rd St #2"
"3,350","1","1","154 E 29th St #306"
"4,250","1","1","300 E 34th St #8J"
"3,015","1","1","205-235 E 95th St #C26A"
"3,495","1","1","223 2nd Ave #3H"
"5,500","2","1","137 E 38th St #2A"
"3,750","1","1","151-155 E 31st St #E31C"
"2,075","1","1","283 E 4th St #2A"
"3,875","1","1","111 Worth St #5P"
"2,250","1","5","146 E 39th St #4A"
"3,975","2","1","284 Mott St #9J"
"2,495","1","5","223 2nd Ave #3O"
"2,750","1","1","529 Broome St #26"
"6,000","2","2","25 Central Park W #2X"
"4,500","1","1","150 W 51st St #1206"
"3,100","1","1","211 W 106th St #14D"
"1,795","1","4","352 E 85th St #1D"
"2,600","1","6","300 E 46th St #10S"
"4,000","1","1","75 Wall St #32N"
"3,085","1","1","360 W 43rd St #N10F"
"4,750","1","1","70 Little West St #6C"
"2,380","1","6","339 E 58th St #9G"
"2,850","1","1","1595 Lexington Ave #3C"
"2,500","1","6","130 Christopher St #6"
"4,585","3","1","440 W 47th St #2A"
"2,995","1","1","212 E 25th St #LE"
"4,225","1","1","218 W 10th St #5A"
"2,100","1","1","500 W 148th St #4G"
"4,295","1","1","75 Wall St #30B"
"4,722","2","2","315 W 57th St #9D"
"4,000","4","2","346 E 13th St #10"
"1,750","1","1","564 W 189th St #5B"
"4,700","3","1","440 E 6th St #4B"
"4,695","1","1","34 Desbrosses St #916"
"1,500","3","1","Delancey St and Orchard St"
"2,100","1","6","45 Tudor City Pl #906"
"2,395","1","6","315 E 74th St #6"
"12,900","3","3","52 Thomas St #3D"
"6,895","3","2","225 Front St #3S"
"4,700","3","1","454 W 58th St #5E2"
"14,000","3","2","18 Leonard St #6C"
"2,275","1","1","258 E 78th St #3-C"
"2,195","1","1","311 E 81st St #4FE"
"3,299","1","1","332 E 14th St #B1"
"2,450","1","6","301 W 45th St #3F"
"2,700","1","1","2231 Adam Clayton Powell Jr Blvd #605"
"3,250","2","1","1626 2nd Ave #2W"
"2,400","1","6","312 W 23rd St #2J"
"2,395","1","6","335 W 20th St #1RW"
"4,350","2","2","34 W 85th St #2"
"2,200","1","6","234 W 112th St #G2"
"5,495","2","2","111 Reade St #4"
"1,150","1","6","547 W 152nd St #2F"
"3,600","2","1","58 E 1st St #3B6"
"2,675","1","6","220 W 24th St #2203S"
"2,815","1","6","321 E 22nd St #5F"
"2,200","1","6","5 Tudor City Pl #428"
"4,500","2","1","154 W 70th St #8A"
"2,995","1","1","58 W 8th St #3C"
"2,250","1","1","249 W 26th St #2A"
"3,000","2","1","8 E 48th St #2C"
"1,615","1","6","700 W 192nd St #713"
"2,169","1","1","700 W 192nd St #802"
"1,550","1","6","206 W 132nd St #1R"
"2,200","1","1","12 W 103rd St #4A"
"3,995","1","1","301 Elizabeth St #306"
"2,995","1","6","284 Mott St #1G"
"3,200","1","1","200 W 70th St #9C"
"3,795","2","1","141 E 89th St #7A"
"1,845","1","1","1427 York Ave #5D"
"2,375","2","1","1272 Amsterdam Ave #4C"
"2,495","1","6","90 Washington St #20A"
"5,094","2","1","10 Jones St #5K"
"9,095","3","6","145 Attorney St #1A"
"3,300","1","1","167 W 85th St #5"
"4,450","2","1","295 Park Ave S #5E"
"2,400","1","1","154 Mott St #4S"
"3,625","1","1","50 Prince St #3J"
"3,889","2","1","214 W 21st St #4E"
"5,650","3","2","101 W 25th St #2D"
"2,900","1","1","128 W 13th St #33"
"2,695","1","1","176 W 86th St #4F"
"1,175","3","1","600 W 136th St"
"1,995","1","6","150 E 30th St #6C"
"3,650","1","1","72 Charles St #2W"
"1,925","1","6","291 Pleasant Ave #2A"
"4,000","3","1","439 W 48th St #4EF"
"5,115","1","6","456 Washington St #29119"
"3,450","1","1","250 E 30th St #5B"
"5,195","2","2","135 W 16th St #1C"
"3,000","2","1","449 W 51st St #2FR"
"3,395","2","1","106 Norfolk St #15F"
"2,700","1","6","401 E 88th St #6C"
"2,400","1","1","297 W 112th St #3"
"2,050","1","6","161 E 25th St #5D"
"4,295","2","2","78-84 Rivington St #5A"
"2,399","1","6","32 W 86th St #2BL"
"3,000","2","1","439 W 51st St #2W"
"4,100","2","1","329 E 10th St #8C"
"3,200","1","6","200 Cps #21L"
"2,150","1","1","106 W 96th St #3C"
"2,795","2","1","178 E 7th St #2B"
"3,162","1","6","85 4th Ave #5BB"
"3,450","1","1","206 Sullivan St #7"
"4,000","4","2","71 W 107th St #2EF"
"3,600","2","2","456 W 167th St #PHB"
"2,850","2","1","12 Delancey St #9"
"2,195","1","1","505 E 88th St #5D"
"1,699","1","1","2333 1st Ave #22D"
"3,795","2","1","332 E 84th St #A1"
"3,250","4","2","302 Pleasant Ave #8B"
"3,575","3","1","1274 Amsterdam Ave #6"
"1,700","1","1","101 W 128th St #4B"
"3,850","1","1","405 Main St #28643"
"2,050","1","6","156 Allen St #4B"
"1,900","1","6","339 E 77th St #4W"
"1,950","1","6","1562 3rd Ave #14"
"2,700","2","1","3 E 128th St #1"
"4,350","2","2","433 W 43rd St #4E"
"8,995","2","2","205 W 76th St #4G"
"9,900","2","2","200 E 65th St #22DE"
"2,026","1","1","700 W 192nd St #414"
