SHELTER_ID,the_geom,CORNER,LOCATION,AT_BETWEEN,IN_SERVICE,LONGITUDE,LATITUDE
BR02984,POINT (-73.902805 40.644736),SE,GLENWOOD RD,E 96 ST,Y,-73.902805,40.644736
BR02985,POINT (-73.947001 40.655705),NE,CLARKSON AV,NEW YORK AV,Y,-73.947001,40.655705
BR02986,POINT (-73.962079 40.682553),NW,FULTON ST,GRAND AV,Y,-73.962079,40.682553
BR02987,POINT (-73.979578 40.693585),NW,MYRTLE AV,NAVY ST,Y,-73.979578,40.693585
BR02988,POINT (-73.969881 40.69288),SW,VANDERBILT AV,MYRTLE AV,Y,-73.969881,40.69288
BR02989,POINT (-73.905341 40.66477700000001),NE,DUMONT AV,Mother Gaston Blvd,Y,-73.905341,40.664777
BR02990,POINT (-73.905461 40.648672),NW,ROCKAWAY AV,FOSTER AV,Y,-73.905461,40.648672
BR02991,POINT (-73.910128 40.666897),SW,ROCKAWAY AV,SUTTER AV,Y,-73.910128,40.666897
BR02992,POINT (-73.987482 40.699901),SE,SANDS ST,PEARL ST,Y,-73.987482,40.699901
BR02993,POINT (-73.991921 40.702481),SW,FRONT ST,YORK ST,Y,-73.991921,40.702481
BR02994,POINT (-73.978698 40.684652),NW,Atlantic Av,4 AV,Y,-73.978698,40.684652
BR02995,POINT (-73.904849 40.693513),SW,IRVING AV,COVERT ST,Y,-73.904849,40.693513
BR02996,POINT (-73.911697 40.682257),SW,ROCKAWAY AV,CHAUNCEY ST,Y,-73.911697,40.682257
BR02997,POINT (-73.967753 40.63981),NE,CORTELYOU RD,STRATFORD RD,Y,-73.967753,40.63981
BR02998,POINT (-73.98932 40.691843),SW,BOERUM PL,JORALEMON ST,Y,-73.98932,40.691843
BR02999,POINT (-73.871381 40.672563),SW,EUCLID AV,SUTTER AV,Y,-73.871381,40.672563
BX0050,POINT (-73.888383 40.836882),SE,BOSTON RD,SOUTHERN BLVD,Y,-73.888383,40.836882
BX0052,POINT (-73.897773 40.829249),SW,PROSPECT AV,E 169 ST,Y,-73.897773,40.829249
BX0053,POINT (-73.892014 40.82412600000001),SW,SOUTHERN BLVD,WESTCHESTER AV,Y,-73.892014,40.824126
BX0062,POINT (-73.920933 40.835512),SE,E 167 ST,RIVER AV,Y,-73.920933,40.835512
BX0063,POINT (-73.921583 40.835921),NW,E 167 ST,RIVER AV,Y,-73.921583,40.835921
BX0064,POINT (-73.918322 40.834259),SW,Grand Concourse,E 167 ST,Y,-73.918322,40.834259
BX0069,POINT (-73.904945 40.862962),NW,UNIVERSITY AV,W FORDHAM RD,Y,-73.904945,40.862962
BX0072,POINT (-73.89762 40.867613),SW,W KINGSBRIDGE RD,JEROME AV,Y,-73.89762,40.867613
BX0076,POINT (-73.897871 40.86251000000001),NW,E FORDHAM RD,E 190 ST,Y,-73.897871,40.86251
BX0077,POINT (-73.896531 40.862491),NE,E FORDHAM RD,GRAND CONCOURSE,Y,-73.896531,40.862491
BX0078,POINT (-73.895047 40.861992),SW,E FORDHAM RD,TIEBOUT AV,Y,-73.895047,40.861992
BX0089,POINT (-73.846597 40.877202),NW,EASTCHESTER RD,BOSTON RD,Y,-73.846597,40.877202
BX0245,POINT (-73.898014 40.81474),SW,SOUTHERN BLVD,E 156 ST,Y,-73.898014,40.81474
BR0272,POINT (-73.986607 40.668968),SW,5 AV,9 ST,Y,-73.986607,40.668968
BR02720,POINT (-74.025448 40.629582),NE,4 AV,77 ST,Y,-74.025448,40.629582
BR02722,POINT (-73.9268 40.714226),NE,METROPOLITAN AV,GARDNER AV,Y,-73.9268,40.714226
BR02724,POINT (-73.93418 40.6024),NE,AV U,STUART ST,Y,-73.93418,40.6024
BR02725,POINT (-73.98301 40.70099),SW,GOLD ST,YORK ST,Y,-73.98301,40.70099
BR02726,POINT (-73.929304 40.596741),SE,GERRITSEN AV,AV X,Y,-73.929304,40.596741
BR02729,POINT (-73.922071 40.590258),SE,GERRITSEN AV,CYRUS AV,Y,-73.922071,40.590258
BR02730,POINT (-73.919448 40.587901),SE,GERRITSEN AV,LOIS AV,Y,-73.919448,40.587901
BR02731,POINT (-73.922511 40.668803),NE,RALPH AV,EASTERN PKWY,Y,-73.922511,40.668803
BR02732,POINT (-73.911663 40.67201300000001),NW,East New York Av,ROCKAWAY AV,Y,-73.911663,40.672013
BR02733,POINT (-74.023197 40.614921),NW,92 ST,7 AV,Y,-74.023197,40.614921
BR02734,POINT (-74.016001 40.639287),SE,60 ST,5 AV,Y,-74.016001,40.639287
BR02735,POINT (-73.91427000000002 40.615293),NW,AV U,MILL AV,Y,-73.91427,40.615293
BR02737,POINT (-73.935959 40.696973),NW,MYRTLE AV,BROADWAY,Y,-73.935959,40.696973
BR02738,POINT (-73.937696 40.66245),NW,East New York Av,TROY AV,Y,-73.937696,40.66245
BR02739,POINT (-74.01816200000002 40.616512),SE,86 ST,11 AV,Y,-74.018162,40.616512
BR02740,POINT (-74.003464 40.683238),NE,COLUMBIA ST,CARROLL ST,Y,-74.003464,40.683238
BR02741,POINT (-74.005285 40.653849),SW,37 ST,4 AV,Y,-74.005285,40.653849
BR02742,POINT (-73.941452 40.69944),NW,Marcus Garvey Blvd,BROADWAY,Y,-73.941452,40.69944
BR02745,POINT (-74.023927 40.609112),SW,POLY PL,CROPSEY AV,Y,-74.023927,40.609112
BR02746,POINT (-73.953233 40.669634),SE,ROGERS AV,EASTERN PKWY,Y,-73.953233,40.669634
BR02747,POINT (-73.97433 40.579817),SE,NEPTUNE AV,W 6 ST,Y,-73.97433,40.579817
BR02748,POINT (-73.935676 40.687856),SE,GATES AV,LEWIS AV,Y,-73.935676,40.687856
BR02750,POINT (-73.980934 40.685522),NW,Atlantic Av,3 AV,Y,-73.980934,40.685522
BR02751,POINT (-74.012063 40.628846),NW,Ft Hamilton Pkwy,BAY RIDGE AV,Y,-74.012063,40.628846
BR02752,POINT (-73.983084 40.699509),SW,GOLD ST,SANDS ST,Y,-73.983084,40.699509
BR02754,POINT (-73.966933 40.69562400000001),SE,PARK AV,WASHINGTON AV,Y,-73.966933,40.695624
BR02755,POINT (-73.922493 40.680893),SW,RALPH AV,CHAUNCEY ST,Y,-73.922493,40.680893
BR02757,POINT (-74.004788 40.650301),NE,5 AV,41 ST,Y,-74.004788,40.650301
BR02758,POINT (-73.944675 40.616294),NE,KINGS HWY,NOSTRAND AV,Y,-73.944675,40.616294
BR02759,POINT (-73.942292 40.618871),NE,KINGS HWY,NEW YORK AV,Y,-73.942292,40.618871
BR02760,POINT (-73.936394 40.691537),SE,LAFAYETTE AV,LEWIS AV,Y,-73.936394,40.691537
BR02761,POINT (-73.866286 40.653373),NE,Seaview Av (Gateway Dr),ERSKINE ST,Y,-73.866286,40.653373
BR02762,POINT (-73.866248 40.653408),NE,Seaview Av (Gateway Dr),ERSKINE ST,Y,-73.866248,40.653408
BR02763,POINT (-73.908622 40.619885),SE,E 70 ST,VETERANS AV,Y,-73.908622,40.619885
BR02764,POINT (-73.972969 40.575877),SE,W 5 ST,SEA BREEZE AV,Y,-73.972969,40.575877
BR02765,POINT (-73.864316 40.65636),NW,FOUNTAIN AV,Seaview Av,Y,-73.864316,40.65636
BR02766,POINT (-73.948279 40.707871),NE,LORIMER ST,MESEROLE ST,Y,-73.948279,40.707871
BR02767,POINT (-73.917955 40.696356),NE,WILSON AV,GROVE ST,Y,-73.917955,40.696356
BR02768,POINT (-73.886705 40.631339),NE,ROCKAWAY PKWY,Shore Pkwy Srv Rd North,Y,-73.886705,40.631339
BR02769,POINT (-73.972417 40.576512),SE,W BRIGHTON AV,W 5 ST,Y,-73.972417,40.576512
BR02770,POINT (-73.914664 40.670705),NW,East New York Av,STERLING PL,Y,-73.914664,40.670705
BR02771,POINT (-74.02865000000001 40.621748),SE,4 AV,86 ST,Y,-74.02865,40.621748
BR02772,POINT (-73.9729 40.57670000000001),NW,W 5 ST,W BRIGHTON AV,Y,-73.9729,40.5767
BR02773,POINT (-73.949004 40.585999),SW,OCEAN AV,VOORHIES AV,Y,-73.949004,40.585999
BR02774,POINT (-73.993898 40.593062),NW,CROPSEY AV,BAY 38 ST,Y,-73.993898,40.593062
BR02775,POINT (-73.882324 40.656389),NE,COZINE AV,VAN SICLEN AV,Y,-73.882324,40.656389
BR02777,POINT (-73.97849 40.64759),NW,CATON AV,E 3 ST,Y,-73.97849,40.64759
BR02778,POINT (-73.903531 40.678047),NW,FULTON ST,VAN SINDEREN AV,Y,-73.903531,40.678047
BR02779,POINT (-73.899373 40.677021),SW,JAMAICA AV,GEORGIA AV,Y,-73.899373,40.677021
BR02780,POINT (-73.906109 40.651165),NW,ROCKAWAY AV,AV D,Y,-73.906109,40.651165
BR02781,POINT (-73.866063 40.65919),NE,FOUNTAIN AV,N VANDALIA AV,Y,-73.866063,40.65919
BR02782,POINT (-73.964286 40.678666),NW,BERGEN ST,WASHINGTON AV,Y,-73.964286,40.678666
BR02783,POINT (-73.862833 40.668989),SW,ELDERT LANE,LINDEN BLVD,Y,-73.862833,40.668989
BR02784,POINT (-73.942165 40.618728000000004),SE,KINGS HWY,NEW YORK AV,Y,-73.942165,40.618728
BR02785,POINT (-73.903518 40.678058),NW,Van Sinderen Av,Fulton St,Y,-73.903518,40.678058
BR02786,POINT (-73.921445 40.678943),SW,RALPH AV,FULTON ST,Y,-73.921445,40.678943
BR02787,POINT (-73.976342 40.604583),SW,KINGS HWY,W 3 ST,Y,-73.976342,40.604583
BR02788,POINT (-73.98343 40.605608),NW,KINGS HWY,W 10 ST,Y,-73.98343,40.605608
BR02789,POINT (-73.906162 40.666311),NW,Mother Gaston Blvd,BLAKE AV,Y,-73.906162,40.666311
BR02790,POINT (-73.905108 40.664642),SE,DUMONT AV,Mother Gaston Blvd,Y,-73.905108,40.664642
BR02791,POINT (-74.016436 40.60726),SW,CROPSEY AV,BAY 7 ST,Y,-74.016436,40.60726
BR02794,POINT (-73.961234 40.60087),NE,Coney Island Av,AV T,Y,-73.961234,40.60087
BR02796,POINT (-73.98628000000001 40.583461),NE,CROPSEY AV,CANAL AV,Y,-73.98628,40.583461
BR02801,POINT (-74.02009 40.645899),NE,2 AV,E 56 ST,Y,-74.02009,40.645899
BR02802,POINT (-73.925814 40.71387),SE,METROPOLITAN AV,GARDNER AV,Y,-73.925814,40.71387
BR02805,POINT (-73.955144 40.677439),SE,DEAN ST,FRANKLIN AV,Y,-73.955144,40.677439
BR02807,POINT (-73.918038 40.632287000000005),SE,FLATLANDS AV,RALPH AV,Y,-73.918038,40.632287
BR02810,POINT (-73.985244 40.689355),SE,LIVINGSTON ST,HOYT ST,Y,-73.985244,40.689355
BR02812,POINT (-73.963843 40.678759),NE,WASHINGTON AV,BERGEN STREET,Y,-73.963843,40.678759
BR02814,POINT (-73.921189 40.609322),SE,FLATBUSH AV,KINGS PLZ,Y,-73.921189,40.609322
BR02818,POINT (-73.920692 40.608898),SE,FLATBUSH AV,KINGS PLZ (AV V ),Y,-73.920692,40.608898
BR0282,POINT (-73.999542 40.674994),SW,COURT ST,W 9 ST,Y,-73.999542,40.674994
BR02820,POINT (-73.921271 40.6092),ES,FLATBUSH AV,KINGS PLZ,Y,-73.921271,40.6092
BR02821,POINT (-73.921157 40.609101),SE,FLATBUSH AV,KINGS PLZ,Y,-73.921157,40.609101
BR02834,POINT (-73.91824 40.651381),NE,REMSEN AV,AV A,Y,-73.91824,40.651381
BR02835,POINT (-73.973515 40.596864),SW,AV U,MCDONALD AV,Y,-73.973515,40.596864
BR02836,POINT (-73.982721 40.640479),NE,14 AV,37 ST,Y,-73.982721,40.640479
BR02842,POINT (-73.987317 40.621824),SE,18 AV,60 ST,Y,-73.987317,40.621824
BR02845,POINT (-74.032469 40.619768),SE,3 AV,E 92 ST,Y,-74.032469,40.619768
BR02846,POINT (-73.92787 40.66477),SE,East New York Av,E 94 ST,Y,-73.92787,40.66477
BR02849,POINT (-74.02314500000001 40.608911),NE,POLY PL,7 AV,Y,-74.023145,40.608911
BR02851,POINT (-73.992133 40.590015),NE,26 AV,Shore Pkwy Srv Rd North,Y,-73.992133,40.590015
BR02853,POINT (-73.882694 40.685052),SE,JAMAICA AV,SHEPHERD AV,Y,-73.882694,40.685052
BR02859,POINT (-73.910723 40.669955),NE,ROCKAWAY AV,PITKIN AV,Y,-73.910723,40.669955
BR02863,POINT (-73.926977 40.618613),SW,UTICA AV,AV N,Y,-73.926977,40.618613
BR02876,POINT (-73.955625 40.646384),SW,BEDFORD AV,TILDEN AV,Y,-73.955625,40.646384
BR02884,POINT (-73.942835 40.707296),SW,MONTROSE AV,GRAHAM AV,Y,-73.942835,40.707296
BR02886,POINT (-73.9183 40.632411),NE,FLATLANDS AV,RALPH AV,Y,-73.9183,40.632411
BR02899,POINT (-73.96992 40.675148),SW,VANDERBILT AV,PLAZA ST EAST,Y,-73.96992,40.675148
BR02900,POINT (-73.940223 40.711975),SE,GRAND ST,BUSWICK AV,Y,-73.940223,40.711975
BR02901,POINT (-73.901688 40.591134),SE,FLATBUSH AV,BELT PKWY,Y,-73.901688,40.591134
BR02902,POINT (-73.90241 40.591263),SW,FLATBUSH AV,BELT PKWY,Y,-73.90241,40.591263
BR02904,POINT (-73.918113 40.626179),SW,RALPH AV,AV K,Y,-73.918113,40.626179
BR02906,POINT (-73.938453 40.584041),NE,EMMONS AV,NOSTRAND AV,Y,-73.938453,40.584041
BR02907,POINT (-73.903764 40.656727),SW,HEGEMAN AV,Mother Gaston Blvd,Y,-73.903764,40.656727
BR02908,POINT (-73.950593 40.583974),NE,SHEEPSHEAD BAY RD,EMMONS AV,Y,-73.950593,40.583974
BR02909,POINT (-73.980072 40.647406),NE,CATON AV,MCDONALD AV,Y,-73.980072,40.647406
BR02910,POINT (-73.989192 40.692883),NW,ADAMS ST,BKLYN SUPREME COURT,Y,-73.989192,40.692883
BR02911,POINT (-73.994959 40.632412),NW,13 AV,54 ST,Y,-73.994959,40.632412
BR02915,POINT (-73.972619 40.579986),NW,NEPTUNE AV,W 5 ST,Y,-73.972619,40.579986
BR02916,POINT (-73.916912 40.668689),SE,PITKIN AV,SARATOGA AV,Y,-73.916912,40.668689
BR02917,POINT (-73.914864 40.66914),NW,PITKIN AV,AMBOY ST,Y,-73.914864,40.66914
BR02918,POINT (-73.912924 40.669436),NW,PITKIN AV,BRISTOL ST,Y,-73.912924,40.669436
BR02919,POINT (-73.908554 40.66993300000001),SE,PITKIN AV,OSBORN ST,Y,-73.908554,40.669933
BR02920,POINT (-73.911228 40.67192500000001),SE,ROCKAWAY AV,EAST NEW YORK AV,Y,-73.911228,40.671925
BR02922,POINT (-73.99923 40.59997),NE,BATH AV,21 AV,Y,-73.99923,40.59997
BR02923,POINT (-73.863034 40.669211),SW,LINDEN BLVD,ELDERT LANE,Y,-73.863034,40.669211
BR02926,POINT (-73.967725 40.682034),NW,VANDERBILT AV,ATLANTIC AV,Y,-73.967725,40.682034
BR02927,POINT (-74.026786 40.633683),NE,3 AV,72 ST,Y,-74.026786,40.633683
BR02929,POINT (-73.993105 40.644838),NW,39 ST,10 AV,Y,-73.993105,40.644838
BR02932,POINT (-73.893145 40.637056),SE,ROCKAWAY PKWY,AV M,Y,-73.893145,40.637056
BR02933,POINT (-73.99708 40.680098),SW,COURT ST,1 Pl,Y,-73.99708,40.680098
BR02934,POINT (-73.906077 40.640487),NE,REMSEN AV,FLATLANDS AV,Y,-73.906077,40.640487
BR02935,POINT (-73.947053 40.599942),NW,AV U,BEDFORD AV,Y,-73.947053,40.599942
BR02936,POINT (-74.022395 40.629453),NE,BAY RIDGE PKWY,5 AV,Y,-74.022395,40.629453
BR02940,POINT (-73.953615 40.683556),SE,PUTNAM AV,BEDFORD AV,Y,-73.953615,40.683556
BR02941,POINT (-73.927764 40.628484),NE,UTICA AV,AV J,Y,-73.927764,40.628484
BR02942,POINT (-74.015332 40.62643400000001),NE,Ft Hamilton Pkwy,74 ST,Y,-74.015332,40.626434
BR02943,POINT (-73.945136 40.600145),NW,AV U,E 27 ST,Y,-73.945136,40.600145
BR02944,POINT (-73.915575 40.633886),SW,FLATLANDS AV,E 77 ST,Y,-73.915575,40.633886
BR02945,POINT (-73.953194 40.599103),SE,AV U,E 16 ST,Y,-73.953194,40.599103
BR02946,POINT (-73.960416 40.709398),NE,BROADWAY,ROEBLING ST,Y,-73.960416,40.709398
BR02947,POINT (-73.922153 40.674381),SW,RALPH AV,BERGEN ST,Y,-73.922153,40.674381
BR02949,POINT (-73.983149 40.689723),SW,FULTON ST,BOND ST,Y,-73.983149,40.689723
BR0295,POINT (-73.984017 40.671761),NE,5 AV,5 ST,Y,-73.984017,40.671761
BR02950,POINT (-73.916141 40.695177),SW,WILSON AV,GATES AV,Y,-73.916141,40.695177
BR02951,POINT (-73.92228 40.671259),NE,RALPH AV,STERLING PL,Y,-73.92228,40.671259
BR02952,POINT (-74.027107 40.616871),NW,92 ST,GATLING PL,Y,-74.027107,40.616871
BR02953,POINT (-73.955457 40.618587),NW,AV M,OCEAN AV,Y,-73.955457,40.618587
BR02954,POINT (-73.912181 40.636357),NW,FLATLANDS AV,E 82 ST,Y,-73.912181,40.636357
BR02955,POINT (-73.916717 40.633431),NW,FLATLANDS AV,E 76 ST,Y,-73.916717,40.633431
BR02956,POINT (-73.874413 40.689223),NW,JAMAICA AV,CRESCENT ST,Y,-73.874413,40.689223
BR02957,POINT (-73.985743 40.69076),SW,FULTON ST,HOYT ST,Y,-73.985743,40.69076
BR02958,POINT (-73.981395 40.689022),SW,FULTON ST,FLATBUSH AV EXIT,Y,-73.981395,40.689022
BR02959,POINT (-73.982667 40.689638),NE,FULTON ST,BOND ST,Y,-73.982667,40.689638
BR02961,POINT (-73.987047 40.691396),NE,FULTON ST,JAY ST,Y,-73.987047,40.691396
BR02962,POINT (-73.987608 40.691509),SW,FULTON ST,SMITH ST,Y,-73.987608,40.691509
BR02963,POINT (-73.981434 40.68904),SW,FULTON ST,FLATBUSH AV EXIT,Y,-73.981434,40.68904
BR02964,POINT (-73.982712 40.689657),NE,FULTON ST,BOND ST,Y,-73.982712,40.689657
BR02965,POINT (-73.987085 40.691408),NE,FULTON ST,JAY ST,Y,-73.987085,40.691408
BR02967,POINT (-73.946283 40.650896),SE,CHURCH AV,NEW YORK AV,Y,-73.946283,40.650896
BR02968,POINT (-73.948103 40.61387100000001),NE,KINGS HWY,E 26 ST,Y,-73.948103,40.613871
BR02969,POINT (-73.930202 40.604983),NW,AV U,E 33 St,Y,-73.930202,40.604983
BR0300,POINT (-74.004196 40.651109),SW,5 AV,39 ST,Y,-74.004196,40.651109
BR03000,POINT (-73.986073 40.668951),SE,9 ST,5 AV,Y,-73.986073,40.668951
BR03001,POINT (-73.945005 40.616303),NW,NOSTRAND AV,KINGS HWY,Y,-73.945005,40.616303
BR03003,POINT (-73.958119 40.713509),NE,ROEBLING ST,GRAND ST,Y,-73.958119,40.713509
BR03004,POINT (-74.01379 40.63794),SE,60 ST,6 AV,Y,-74.01379,40.63794
BR03005,POINT (-73.949288 40.588947),NE,OCEAN AV,AV Z,Y,-73.949288,40.588947
BR03006,POINT (-73.967112 40.63396),NE,Coney Island Av,NEWKIRK AV,Y,-73.967112,40.63396
BR03007,POINT (-73.94319 40.69238),NW,DEKALB AV,THROOP AV,Y,-73.94319,40.69238
BR03008,POINT (-73.9384 40.68433),SW,Marcus Garvey Blvd,JEFFERSON AV,Y,-73.9384,40.68433
BR03009,POINT (-73.882611 40.656584),NE,VAN SICLEN AV,COZINE AV,Y,-73.882611,40.656584
BR03010,POINT (-73.969399 40.676554),SW,VANDERBILT AV,PARK PL,Y,-73.969399,40.676554
BR03011,POINT (-73.93965 40.70117),SW,FLUSHING AV,BEAVER ST,Y,-73.93965,40.70117
BR03012,POINT (-73.934586 40.679504),SE,FULTON ST,TROY AV,Y,-73.934586,40.679504
BR03013,POINT (-73.9428 40.59363),NW,AV X,E 28 ST,Y,-73.9428,40.59363
BR03014,POINT (-73.881583 40.647931),NE,Pennsylvania Av,SCHROEDERS AV,Y,-73.881583,40.647931
BR03015,POINT (-73.884027 40.650126),NE,Pennsylvania Av,DELMAR LOOP,Y,-73.884027,40.650126
BR03016,POINT (-73.878509 40.645171),NE,Pennsylvania Av,HORNELL LOOP,Y,-73.878509,40.645171
BR03017,POINT (-73.879977 40.646519),NE,Pennsylvania Av,GENEVA LOOP,Y,-73.879977,40.646519
BR03018,POINT (-73.96097 40.706584),NW,Lee Av,Wilson St,Y,-73.96097,40.706584
BR03019,POINT (-73.961014 40.706632),NW,Lee Av,Wilson St,Y,-73.961014,40.706632
BR03020,POINT (-73.962859 40.705802),SE,BEDFORD AV,TAYLOR ST,Y,-73.962859,40.705802
BR03021,POINT (-73.950977 40.663329),NW,NOSTRAND AV,STERLING ST (Empire Blvd),Y,-73.950977,40.663329
BR03022,POINT (-73.948493 40.640161),NW,Nostrand Av,Newkirk Av,Y,-73.948493,40.640161
BR03023,POINT (-73.94768 40.63197),NW,NOSTRAND AV,AV H (Flatbush Av),Y,-73.94768,40.63197
BR03025,POINT (-73.944613 40.615779),SE,NOSTRAND AV,KINGS HWY,Y,-73.944613,40.615779
BR03026,POINT (-73.942027 40.600564),NW,Nostrand Av,Av U,Y,-73.942027,40.600564
BR03027,POINT (-73.95297 40.655944),SE,ROGERS AV,PARKSIDE AV,Y,-73.95297,40.655944
BR03028,POINT (-73.952964 40.655908),SE,ROGERS AV,PARKSIDE AV,Y,-73.952964,40.655908
BR03029,POINT (-73.951702 40.690735),NW,Nostrand Av,Kosciuszko St (DeKalb),Y,-73.951702,40.690735
BR03030,POINT (-73.951712 40.690775),NW,Nostrand Av,Kosciuszko St (DeKalb),Y,-73.951712,40.690775
BR03031,POINT (-73.94963 40.67978),NW,Nostrand Av,Herkimer St (Fulton),Y,-73.94963,40.67978
BR03032,POINT (-73.94962 40.67985),NW,Nostrand Av,Herkimer St (Fulton),Y,-73.94962,40.67985
BR03033,POINT (-73.950464 40.670913),NW,Nostrand Av,Lincoln Pl (St Johns Pl),Y,-73.950464,40.670913
BR03034,POINT (-73.95046 40.670954),NW,Nostrand Av,Lincoln Pl (St Johns Pl),Y,-73.95046,40.670954
BR03036,POINT (-73.95006000000001 40.65482),SW,NOSTRAND AV,CLARKSON AV,Y,-73.95006,40.65482
BR03037,POINT (-73.949576 40.65022200000001),SW,NOSTRAND AV,CHURCH AV,Y,-73.949576,40.650222
BR03038,POINT (-73.94957900000001 40.650261),SW,NOSTRAND AV,CHURCH AV,Y,-73.949579,40.650261
BR03041,POINT (-73.952479 40.651381),SE,Rogers Av,Martense St,Y,-73.952479,40.651381
BR03043,POINT (-73.953781 40.66356),SE,Rogers Av,Empire Blvd,Y,-73.953781,40.66356
BR03044,POINT (-73.953771 40.6635),SE,Rogers Av,Empire Blvd,Y,-73.953771,40.6635
BR03045,POINT (-73.953059 40.67162400000001),SE,ROGERS AV,ST JOHNS PL,Y,-73.953059,40.671624
BR03046,POINT (-73.953062 40.671587),SE,ROGERS AV,ST JOHNS PL,Y,-73.953062,40.671587
BR03047,POINT (-73.95341 40.68124000000001),SE,Bedford Av,Halsey St,Y,-73.95341,40.68124
BR03048,POINT (-73.953398 40.681195),SE,Bedford Av,Halsey St,Y,-73.953398,40.681195
BR03049,POINT (-73.955012 40.689295),SE,Bedford Av,Lafayette Av,Y,-73.955012,40.689295
BR03050,POINT (-73.955005 40.689259),SE,Bedford Av,Lafayette Av,Y,-73.955005,40.689259
BR03053,POINT (-74.0094 40.6353),SE,60 St,8 AV,Y,-74.0094,40.6353
BR03054,POINT (-73.90841 40.69277),NW,HALSEY ST,Knickerbocker Av,Y,-73.90841,40.69277
BR03055,POINT (-74.00924 40.61112),SE,86 St,15 AV,Y,-74.00924,40.61112
BR03056,POINT (-73.947269 40.614427),SW,KINGS HWY,E 27 ST,Y,-73.947269,40.614427
BR03057,POINT (-73.89452 40.66607),SW,Pennsylvania Av,Dumont Av,Y,-73.89452,40.66607
BR03058,POINT (-73.994082 40.690062),NW,Atlantic Av,Clinton St,Y,-73.994082,40.690062
BR03059,POINT (-73.941535 40.598002),SW,Nostrand Av,Av V,Y,-73.941535,40.598002
BR03061,POINT (-73.903549 40.67818),NW,Van Sinderen Av,Fulton St,Y,-73.903549,40.67818
BR03062,POINT (-73.903589 40.678413),NW,Van Sinderen Av,Fulton St,Y,-73.903589,40.678413
BR03063,POINT (-73.903596 40.678456),NW,Van Sinderen Av,Fulton St,Y,-73.903596,40.678456
BR03064,POINT (-73.89997400000001 40.676671),SE,Alabama Av,East New York Av,Y,-73.899974,40.676671
BR03066,POINT (-73.929283 40.684512),NE,Malcolm X Blvd,Halsey St,Y,-73.929283,40.684512
BR03067,POINT (-73.929008 40.679456),NW,Malcolm X blvd,Fulton St,Y,-73.929008,40.679456
BR03068,POINT (-73.931192 40.657997),SW,Utica Av,Winthrop St,Y,-73.931192,40.657997
BR03070,POINT (-73.953744 40.680815),NW,Fulton St,Bedford Av,Y,-73.953744,40.680815
BR03071,POINT (-73.954808 40.685803),NW,Gates Av,Bedford Av,Y,-73.954808,40.685803
BR03072,POINT (-73.973877 40.590224),NE,Av X,McDonald Av,Y,-73.973877,40.590224
BR03073,POINT (-73.929792 40.616038),SW,Flatbush Av,Av R,Y,-73.929792,40.616038
BR03074,POINT (-73.917174 40.670016),NW,Saratoga Av,St Johns Pl,Y,-73.917174,40.670016
BR03075,POINT (-73.974872 40.621204),SE,Bay PKWY,McDonald Av,Y,-73.974872,40.621204
BR03076,POINT (-73.96233 40.70007),SW,Williamsburg St,Kent Av,Y,-73.96233,40.70007
BR03077,POINT (-73.952618 40.630677),SW,Bedford Av,Campus Rd,Y,-73.952618,40.630677
BR0326,POINT (-74.012335 40.643271),SW,5 AV,53 ST,Y,-74.012335,40.643271
BR0337,POINT (-73.991913 40.662933),SW,5 AV,18 ST,Y,-73.991913,40.662933
BR0347,POINT (-74.011601 40.636629),SE,60 ST,7 AV,Y,-74.011601,40.636629
BR0364,POINT (-73.968651 40.67791),NE,VANDERBILT AV,PROSPECT PL,Y,-73.968651,40.67791
BR0388,POINT (-73.961785 40.663122),SE,EMPIRE BLVD,FLATBUSH AV,Y,-73.961785,40.663122
BR0389,POINT (-73.962194 40.662591),SW,FLATBUSH AV,OCEAN AV,Y,-73.962194,40.662591
BR0390,POINT (-73.950623 40.669409),SW,NOSTRAND AV,EASTERN PKY,Y,-73.950623,40.669409
BR0395,POINT (-73.951364 40.663977),NW,EMPIRE BLVD,NOSTRAND AV,Y,-73.951364,40.663977
BR0396,POINT (-73.950605 40.66383),SE,EMPIRE BLVD,NOSTRAND AV,Y,-73.950605,40.66383
BR0398,POINT (-73.956457 40.655593),SW,BEDFORD AV,PARKSIDE AV,Y,-73.956457,40.655593
BR0399,POINT (-73.961403 40.654969),SE,PARKSIDE AV,OCEAN AV,Y,-73.961403,40.654969
BR0400,POINT (-73.950061 40.654776),SW,NOSTRAND AV,CLARKSON AV,Y,-73.950061,40.654776
BR0409,POINT (-74.040064 40.621948),NE,SHORE RD,91 ST,Y,-74.040064,40.621948
BR0413,POINT (-74.016223 40.625717),NE,BAY RIDGE PKWY,Ft Hamilton Pkwy,Y,-74.016223,40.625717
BR0416,POINT (-74.025926 40.621194),SE,86 ST,5 AV,Y,-74.025926,40.621194
BR0418,POINT (-74.007189 40.620264),NE,BAY RIDGE PKWY,13 AV,Y,-74.007189,40.620264
BR0420,POINT (-74.027593 40.631695),NE,3 AV,BAYRIDGE PKWY,Y,-74.027593,40.631695
BR0423,POINT (-74.022443 40.629751),NE,5 AV,BAY RIDGE PKWY,Y,-74.022443,40.629751
BR0424,POINT (-74.03449900000001 40.61479),SE,3 AV,MARINE AV,Y,-74.034499,40.61479
